musica,artista,genero,popularidade,danceability,energy,valence,bpm,loudness,status_hit
Yellow,Kina Grannis,acoustic,52,0.623,0.132,0.266,82.105,-13.668,Normal
Wake Me Up,Roses & Frey,acoustic,58,0.494,0.214,0.35,125.981,-11.041,Normal
Walking Blind,Aidan Hawken,acoustic,48,0.374,0.183,0.134,82.042,-13.225,Normal
Headphones,Jon Bryant,acoustic,56,0.559,0.455,0.396,159.985,-8.937,Normal
Teenage Dream,The Rescues,acoustic,46,0.642,0.408,0.411,119.81,-8.168,Normal
The Worth Of The Wait,Ivan & Alyosha,acoustic,55,0.48,0.618,0.344,82.051,-7.335,Normal
Can't Help Falling In Love - Piano Version,Kina Grannis,acoustic,54,0.271,0.0937,0.147,164.721,-15.035,Normal
Never Come Back Again,Austin Plaine,acoustic,57,0.594,0.695,0.172,104.977,-8.872,Normal
Love You To Death,Chord Overstreet,acoustic,49,0.574,0.344,0.0987,147.924,-8.995,Normal
Someone You Loved - Acoustic,Plamina,acoustic,55,0.647,0.298,0.31,106.244,-7.91,Normal
What a Wonderful World,Kina Grannis;Imaginary Future,acoustic,51,0.486,0.0399,0.155,95.066,-21.56,Normal
You Broke Me First,Andrew Foy;Renee Foy,acoustic,39,0.734,0.0423,0.14,123.905,-24.831,Normal
Long Way Down,Joshua Hyslop,acoustic,60,0.711,0.231,0.186,125.062,-13.033,Normal
She Is Love,Parachute,acoustic,60,0.629,0.174,0.305,134.295,-9.697,Normal
Marigold,Phillip LaRue,acoustic,53,0.615,0.406,0.541,166.035,-12.619,Normal
12:51,krissy & ericka,acoustic,64,0.503,0.357,0.438,136.135,-9.36,Normal
サンサーラ,Takehara Pistol,acoustic,34,0.45,0.183,0.219,61.192,-9.003,Normal
Sons and Daughters,Allman Brown;Liz Lawrence,acoustic,50,0.525,0.461,0.202,147.997,-9.489,Normal
Brand New,Ben Rector,acoustic,65,0.555,0.934,0.422,144.874,-5.04,Normal
Gotta Have You,The Weepies;Deb Talan;Steve Tannen,acoustic,56,0.678,0.363,0.543,75.004,-10.9,Normal
"30,000 Feet",Ben Rector,acoustic,57,0.555,0.452,0.321,179.921,-9.636,Normal
A Thousand Years,Eddy Tyler,acoustic,43,0.586,0.396,0.16,142.591,-9.953,Normal
Jolene,Ray LaMontagne,acoustic,64,0.588,0.142,0.288,119.656,-15.196,Normal
No Ceiling,Eddie Vedder,acoustic,58,0.724,0.652,0.75,106.911,-6.869,Normal
Front Porch,Joy Williams,acoustic,64,0.567,0.224,0.2,124.44,-10.024,Normal
Goodbye Lulu,Days N Daze,acoustic,35,0.544,0.839,0.967,87.609,-8.991,Normal
Three More Days,Ray LaMontagne,acoustic,36,0.555,0.68,0.903,84.518,-8.358,Normal
Isn't She Lovely - Acoustic,Callum J Wright,acoustic,54,0.69,0.306,0.424,115.671,-9.193,Normal
We Could Still Be Happy,Rachael Yamagata,acoustic,43,0.513,0.317,0.177,84.853,-17.036,Normal
Fix You - Acoustic,John Adams,acoustic,49,0.494,0.152,0.304,134.178,-9.843,Normal
I'm Yours - Acoustic,Lusaint,acoustic,55,0.634,0.267,0.391,143.514,-7.396,Normal
Closer,Boyce Avenue;Sarah Hyland,acoustic,54,0.694,0.471,0.466,95.003,-8.62,Normal
A Sky Full of Stars,Mother's Daughter;Beck Pete,acoustic,55,0.643,0.11,0.152,101.995,-14.28,Normal
I Don't Believe in Satan,Aron Wright,acoustic,39,0.422,0.41,0.354,83.952,-14.151,Normal
Pills,The Perishers,acoustic,51,0.543,0.288,0.293,95.435,-8.608,Normal
Shallow - Acoustic,Tyler Ward;Madysyn,acoustic,52,0.332,0.282,0.234,187.057,-7.257,Normal
Watermelon Sugar - Acoustic,Jonah Baker,acoustic,56,0.43,0.121,0.461,91.211,-15.148,Normal
Say You Won't Let Go - Acoustic,Matt Johnson;Jaclyn Davies,acoustic,48,0.432,0.197,0.348,163.985,-9.251,Normal
Hikare Inochi,Kitri,acoustic,41,0.592,0.769,0.385,102.033,-5.268,Normal
Call You Mine (Acoustic Piano),Ben Woodward,acoustic,40,0.733,0.297,0.766,103.953,-14.452,Normal
For Now,Kina Grannis,acoustic,57,0.394,0.249,0.329,79.549,-10.484,Normal
Sweet Dream,Greg Laswell,acoustic,53,0.41,0.234,0.19,93.72,-15.236,Normal
Love Nwantiti,Andrew Foy,acoustic,30,0.48,0.158,0.498,86.107,-15.239,Normal
Stars Are on Your Side,Ross Copperman,acoustic,49,0.255,0.625,0.191,84.611,-8.31,Normal
We Don't Talk Anymore / Cold (feat. Sara Phillips),Jonah Baker;Sara Phillips,acoustic,26,0.524,0.328,0.599,99.941,-10.001,Normal
Superman,Joe Brooks,acoustic,53,0.464,0.653,0.416,162.196,-7.514,Normal
Chasing Cars,Boyce Avenue,acoustic,52,0.659,0.331,0.0877,105.01,-8.987,Normal
Calm Me Down,Zack Tabudlo,acoustic,51,0.592,0.49,0.437,99.994,-8.508,Normal
KISSして,Masaharu Fukuyama,acoustic,35,0.467,0.851,0.644,93.873,-4.203,Normal
Binibini (Last Day On Earth) (feat. James TW),Zack Tabudlo;James TW,acoustic,54,0.564,0.391,0.101,130.03,-7.655,Normal
Left for America,Ciaran Lavery,acoustic,50,0.498,0.384,0.25,79.856,-10.752,Normal
Ramparts,John Frusciante,acoustic,53,0.386,0.428,0.73,172.311,-9.949,Normal
Hold On - Acoustic,Chord Overstreet,acoustic,48,0.702,0.259,0.246,120.102,-9.73,Normal
Dust to Dust,The Civil Wars,acoustic,49,0.747,0.265,0.2,138.017,-14.141,Normal
Good night,Masaharu Fukuyama,acoustic,35,0.522,0.498,0.221,145.908,-7.247,Normal
As You Are,Zack Tabudlo,acoustic,60,0.715,0.438,0.447,81.07,-6.147,Normal
Binibini,Zack Tabudlo,acoustic,65,0.642,0.374,0.0979,129.863,-10.606,Normal
It Aint Me,Sara Farell,acoustic,52,0.354,0.415,0.421,175.537,-6.578,Normal
Say Something,A Great Big World,acoustic,57,0.447,0.158,0.142,140.942,-7.571,Normal
The Lotto,Ingrid Michaelson;AJR,acoustic,59,0.687,0.748,0.872,88.944,-4.54,Normal
Tamacun,Rodrigo y Gabriela,acoustic,50,0.588,0.914,0.971,128.553,-7.442,Normal
Make It Without You,Andrew Belle,acoustic,49,0.456,0.205,0.161,117.663,-8.437,Normal
Dream,Priscilla Ahn,acoustic,54,0.512,0.248,0.158,109.692,-10.359,Normal
"Big Love, Small Moments",JJ Heller,acoustic,52,0.582,0.282,0.278,118.019,-9.229,Normal
I Am Not Alone,Priscilla Ahn,acoustic,46,0.568,0.18,0.228,112.033,-11.707,Normal
Stand Your Ground,Joshua Hyslop,acoustic,62,0.71,0.271,0.686,131.88,-9.541,Normal
Perfect Man,Front Porch Step,acoustic,32,0.574,0.704,0.338,117.086,-4.65,Normal
あ。っという間はあるさ,Takehara Pistol,acoustic,33,0.64,0.895,0.94,115.941,-3.068,Normal
Tell The World,Eric Hutchinson,acoustic,58,0.669,0.854,0.706,120.035,-5.899,Normal
Ain't No Reason,Brett Dennen,acoustic,57,0.615,0.358,0.432,146.06,-9.694,Normal
A Month from Now,Rail Yard Ghosts,acoustic,34,0.415,0.619,0.739,77.009,-7.624,Normal
What If,Five For Fighting,acoustic,55,0.565,0.895,0.592,149.919,-5.354,Normal
Pussy Cat,The Bridge City Sinners,acoustic,33,0.586,0.702,0.644,177.598,-4.418,Normal
Polaroid Picture,Frank Turner,acoustic,33,0.564,0.604,0.341,113.091,-5.055,Normal
I Bet On Flying High,Matt Costa,acoustic,0,0.543,0.359,0.346,109.735,-6.571,Normal
I Bet On Flying High,Matt Costa,acoustic,0,0.543,0.359,0.346,109.735,-6.571,Normal
I Bet On Flying High,Matt Costa,acoustic,0,0.543,0.359,0.346,109.735,-6.571,Normal
Mirrors - Acoustic,Jonah Baker,acoustic,52,0.638,0.287,0.445,128.025,-11.174,Normal
To the Wonder (feat. Kina Grannis),Aqualung;Kina Grannis,acoustic,21,0.515,0.46,0.259,140.067,-11.261,Normal
Stay - Acoustic,Jonah Baker,acoustic,50,0.622,0.221,0.297,131.827,-14.335,Normal
太陽さん,Ichiko Aoba,acoustic,55,0.44,0.0353,0.362,181.988,-20.858,Normal
Oh What A Love,Kina Grannis,acoustic,46,0.457,0.064,0.0647,147.824,-19.928,Normal
Leave The Lights On,Meiko,acoustic,56,0.649,0.821,0.661,121.938,-6.483,Normal
I Won't Let You Down,Erin McCarley,acoustic,40,0.495,0.329,0.0919,72.992,-11.661,Normal
Look For The Good (Single Version),Jason Mraz,acoustic,21,0.71,0.615,0.746,90.263,-8.23,Normal
Stargazing,Isabella Celander,acoustic,55,0.69,0.204,0.525,139.587,-12.427,Normal
Bad Liar,Roses & Frey,acoustic,50,0.596,0.195,0.176,82.114,-11.02,Normal
Is It You,Rachael Yamagata,acoustic,41,0.66,0.743,0.445,130.025,-8.302,Normal
Slow Down Time,Us The Duo,acoustic,44,0.733,0.657,0.433,109.954,-6.843,Normal
2002 - Acoustic,Amber Leigh Irish,acoustic,57,0.589,0.296,0.611,165.799,-9.335,Normal
Sweeter,Jess Penner,acoustic,33,0.686,0.377,0.551,92.042,-9.59,Normal
Heat Waves - Acoustic,Daniel Robinson,acoustic,56,0.659,0.338,0.495,145.877,-10.367,Normal
アジアの純真,Yosui Inoue;Tamio Okuda,acoustic,32,0.732,0.83,0.871,111.664,-6.63,Normal
If the World Was Ending - Acoustic,Jonah Baker;Celine,acoustic,35,0.522,0.202,0.457,147.992,-13.38,Normal
Comes And Goes (In Waves),Greg Laswell,acoustic,55,0.565,0.698,0.155,120.013,-8.596,Normal
ながれ星,Masaharu Fukuyama,acoustic,33,0.474,0.408,0.238,143.881,-11.42,Normal
Dusk Till Dawn - Acoustic,Blame Jones,acoustic,46,0.543,0.244,0.29,126.341,-8.062,Normal
Don't Wanna Leave You,Ben Woodward,acoustic,38,0.672,0.644,0.549,148.135,-9.063,Normal
Passenger Seat,Stephen Speaks,acoustic,65,0.515,0.769,0.644,153.046,-5.696,Normal
Love,Matt White,acoustic,60,0.759,0.684,0.759,107.948,-5.751,Normal
Hallelujah,Boyce Avenue,acoustic,54,0.62,0.21,0.163,98.558,-9.633,Normal
Ashes,Madi Diaz,acoustic,37,0.497,0.254,0.0676,110.864,-11.716,Normal
明日の☆SHOW,Masaharu Fukuyama,acoustic,34,0.644,0.603,0.516,113.413,-5.83,Normal
Love Me Like You Do,Boyce Avenue,acoustic,55,0.45,0.254,0.248,92.644,-9.873,Normal
Lost Sparks,Canyon City,acoustic,51,0.548,0.3,0.264,135.902,-12.71,Normal
Who We Are,Tristan Prettyman,acoustic,48,0.521,0.507,0.153,108.168,-7.007,Normal
Heart (Original Version),Masaharu Fukuyama,acoustic,34,0.587,0.842,0.693,97.013,-6.04,Normal
It'll Be Alright,JJ Heller,acoustic,51,0.543,0.324,0.181,139.883,-11.258,Normal
Everybody,Ingrid Michaelson,acoustic,54,0.742,0.636,0.48,95.002,-6.744,Normal
Kabilugan Ng Buwan,Mark Oblea,acoustic,32,0.707,0.402,0.313,94.99,-9.773,Normal
Keep Breathing,Ingrid Michaelson,acoustic,54,0.52,0.308,0.187,125.93,-11.996,Normal
Fast Car,Boyce Avenue;Kina Grannis,acoustic,61,0.392,0.251,0.508,204.961,-9.845,Normal
Just the Way You Are,Boyce Avenue,acoustic,55,0.531,0.296,0.212,106.359,-7.594,Normal
The Ladder,Andrew Belle,acoustic,55,0.681,0.608,0.315,123.991,-8.369,Normal
HELLO (Original Version),Masaharu Fukuyama,acoustic,34,0.569,0.861,0.511,77.983,-4.547,Normal
接吻,Hanare Gumi,acoustic,33,0.707,0.296,0.65,88.006,-11.633,Normal
Can't Keep It Inside,Brett Dennen;Benedict Cumberbatch,acoustic,45,0.519,0.0646,0.395,121.696,-18.898,Normal
明日天気になれ,Hanare Gumi,acoustic,33,0.608,0.705,0.621,111.204,-5.178,Normal
IT'S ONLY LOVE,Masaharu Fukuyama,acoustic,34,0.585,0.734,0.413,117.84,-5.365,Normal
それがすべてさ,Masaharu Fukuyama,acoustic,34,0.527,0.89,0.425,102.644,-5.651,Normal
I Don't Wanna Love Somebody Else,A Great Big World,acoustic,49,0.495,0.22,0.345,126.618,-11.16,Normal
Burn It All!,RENT STRIKE,acoustic,33,0.628,0.424,0.157,99.696,-8.539,Normal
Carried Me With You,Brandi Carlile,acoustic,62,0.639,0.666,0.372,98.384,-7.775,Normal
"O, Pennsyltucky!",Mischief Brew,acoustic,33,0.245,0.624,0.462,162.586,-5.606,Normal
"I Believed You, William Blake",Frank Turner,acoustic,31,0.387,0.526,0.334,130.719,-7.611,Normal
Pepperspray,Get Dead,acoustic,32,0.539,0.675,0.719,142.041,-6.987,Normal
Stickup,Get Dead,acoustic,32,0.487,0.837,0.207,160.025,-5.865,Normal
Heaven - Acoustic,Grace George,acoustic,54,0.529,0.24,0.487,131.266,-9.066,Normal
Soldier's Eyes,Jack Savoretti,acoustic,50,0.666,0.289,0.415,109.965,-12.404,Normal
Asleep Among Endives,Ichiko Aoba,acoustic,58,0.451,0.0318,0.148,123.985,-19.933,Normal
Symphony - Acoustic,Thomas Daniel,acoustic,49,0.359,0.208,0.105,83.155,-10.567,Normal
When I Was Your Man,Boyce Avenue;Fifth Harmony,acoustic,52,0.403,0.237,0.163,144.174,-10.001,Normal
Save Your Tears - Acoustic,Amber Leigh Irish,acoustic,49,0.693,0.111,0.247,110.813,-12.356,Normal
Koi,Gen Hoshino,acoustic,53,0.598,0.819,0.878,158.115,-2.619,Normal
July Bones,Richard Walters,acoustic,54,0.596,0.27,0.155,100.006,-11.486,Normal
Autumn Breeze,Kaiak;Viktoria Tolstoy,acoustic,50,0.589,0.334,0.208,80.036,-10.08,Normal
Save Your Tears,Boyce Avenue,acoustic,57,0.735,0.275,0.294,116.004,-8.994,Normal
You're Still The One - Acoustic,Bailey Rushlow,acoustic,53,0.605,0.168,0.398,119.836,-11.388,Normal
Somebody Loved,Kina Grannis,acoustic,57,0.612,0.107,0.637,78.393,-15.867,Normal
Rise,Boyce Avenue,acoustic,49,0.568,0.177,0.354,103.822,-11.277,Normal
Bohemian Rhapsody - Acoustic,John Adams,acoustic,52,0.451,0.0665,0.349,64.289,-13.862,Normal
As It Was - Acoustic,Amber Leigh Irish,acoustic,51,0.595,0.0477,0.513,118.162,-14.672,Normal
Wish List,Canyon City,acoustic,46,0.307,0.11,0.32,201.008,-15.253,Normal
Beautiful Disaster,Chord Overstreet,acoustic,41,0.3,0.27,0.214,144.589,-14.397,Normal
Fake a smile,Wayne Mack,acoustic,57,0.731,0.191,0.274,149.91,-11.359,Normal
Marigold,Aimyon,acoustic,50,0.545,0.745,0.413,106.094,-3.098,Normal
River Flows In You,Sungha Jung,acoustic,42,0.356,0.23,0.11,129.532,-16.957,Normal
Kill Me Pretty,Tamio Okuda,acoustic,47,0.432,0.796,0.271,141.868,-7.262,Normal
No Matter Where You Are,Us The Duo,acoustic,55,0.693,0.664,0.436,132.059,-5.852,Normal
I Like You,Ben Rector,acoustic,56,0.624,0.334,0.397,157.92,-11.89,Normal
The Mess I Made,Parachute,acoustic,49,0.423,0.572,0.17,165.394,-5.109,Normal
Dream a Little Dream of Me,Zee Avi,acoustic,50,0.555,0.0879,0.428,84.174,-12.141,Normal
"Here, Right Now",Joshua Radin,acoustic,56,0.496,0.391,0.492,108.868,-9.844,Normal
Wonderful Tonight,Boyce Avenue,acoustic,52,0.671,0.299,0.286,95.008,-10.582,Normal
Salvation,Gabrielle Aplin,acoustic,50,0.379,0.267,0.229,135.198,-8.981,Normal
Wilderness,Jon Bryant,acoustic,53,0.499,0.209,0.138,82.892,-16.668,Normal
恋人 (Original Version),Masaharu Fukuyama,acoustic,33,0.649,0.336,0.47,71.967,-12.053,Normal
I Just Called To Say I Love You,Bailey Pelkman;Randy Rektor,acoustic,54,0.746,0.257,0.348,132.032,-9.878,Normal
Fall on Me,A Great Big World;Christina Aguilera,acoustic,50,0.393,0.268,0.225,110.456,-6.741,Normal
Song To Sing When I'm Lonely,John Frusciante,acoustic,54,0.629,0.673,0.419,114.243,-4.379,Normal
A Drop In the Ocean,Ron Pope,acoustic,55,0.458,0.363,0.492,134.252,-6.473,Normal
Have Yourself a Merry Little Christmas,Tres Hermanas,acoustic,32,0.452,0.268,0.265,66.805,-9.405,Normal
Message (Original Version),Masaharu Fukuyama,acoustic,33,0.616,0.791,0.589,126.764,-6.246,Normal
Beautiful In White,Matt Johnson,acoustic,50,0.619,0.278,0.233,129.948,-7.072,Normal
Heaven Is a Place on Earth,The Mayries,acoustic,56,0.634,0.176,0.335,107.974,-14.703,Normal
Passenger Seat (Acoustic),Stephen Speaks,acoustic,63,0.549,0.437,0.688,153.604,-8.64,Normal
Guaranteed - Humming Version,Eddie Vedder,acoustic,48,0.292,0.339,0.343,100.69,-13.153,Normal
"Hang Me, Oh Hang Me",Dave Van Ronk,acoustic,54,0.504,0.0273,0.395,120.24,-21.441,Normal
The Afterglow,John Frusciante;Josh Klinghoffer,acoustic,31,0.636,0.869,0.369,124.183,-5.095,Normal
Eat the Meek,Frank Turner,acoustic,31,0.486,0.913,0.334,136.073,-6.416,Normal
The Trouble with Wanting,Joy Williams,acoustic,60,0.396,0.198,0.19,138.624,-9.096,Normal
You Are the Best Thing,Ray LaMontagne,acoustic,67,0.578,0.727,0.885,170.593,-4.872,Normal
Boycott Me!,Mischief Brew,acoustic,33,0.684,0.509,0.69,132.297,-7.608,Normal
To Risk to Live,Days N Daze;Freddie Boatright,acoustic,32,0.623,0.567,0.929,129.949,-7.779,Normal
"The Legend of Olog-hai, Pt. 1",The Bridge City Sinners,acoustic,31,0.228,0.574,0.389,182.379,-7.959,Normal
No Christmas For Me,Zee Avi,acoustic,0,0.809,0.313,0.35,114.955,-12.182,Normal
This One's for Johnny,Get Dead,acoustic,31,0.482,0.772,0.586,129.91,-5.128,Normal
Graveyard - Acoustic,Highland Peak,acoustic,45,0.425,0.249,0.235,123.632,-12.219,Normal
bouquet,Ichiko Aoba,acoustic,56,0.298,0.044,0.115,85.708,-20.176,Normal
こころをこめて,Aoi Teshima,acoustic,45,0.468,0.254,0.242,135.862,-11.839,Normal
Paradise,AcousticTrench,acoustic,42,0.507,0.191,0.221,132.131,-16.342,Normal
Better,Parachute,acoustic,46,0.515,0.249,0.213,108.89,-10.108,Normal
Laid,Matt Nathanson,acoustic,50,0.565,0.89,0.744,119.862,-5.481,Normal
Same For You,Lee DeWyze,acoustic,45,0.635,0.433,0.489,130.111,-7.682,Normal
2U - Acoustic Version,Clementine Duo,acoustic,56,0.657,0.192,0.305,130.087,-13.108,Normal
Duet,Rachael Yamagata,acoustic,43,0.459,0.14,0.146,128.904,-15.482,Normal
I'll Say I Do,Brandon Chase,acoustic,39,0.391,0.31,0.295,83.46,-8.706,Normal
Anyone,Bailey Jehl,acoustic,53,0.371,0.208,0.309,199.805,-13.167,Normal
Start of Time,Gabrielle Aplin,acoustic,45,0.453,0.461,0.0844,106.84,-9.328,Normal
Give Me Your Forever,Zack Tabudlo,acoustic,32,0.627,0.363,0.301,99.905,-8.127,Normal
Heat Waves,Bailey Jehl,acoustic,53,0.706,0.248,0.401,125.515,-12.724,Normal
There She Goes,Clementine Duo,acoustic,54,0.724,0.28,0.527,106.966,-12.788,Normal
Wells,Joshua Hyslop,acoustic,51,0.535,0.444,0.217,83.99,-11.212,Normal
God Only Knows,Kina Grannis;Imaginary Future,acoustic,55,0.658,0.125,0.507,106.686,-15.901,Normal
Afterglow,Andrew Foy;Renee Foy,acoustic,33,0.711,0.168,0.299,109.937,-16.504,Normal
Burn The Rain,Kurt Cobain,acoustic,55,0.504,0.415,0.626,114.263,-19.308,Normal
Already Mine,Us The Duo,acoustic,46,0.309,0.175,0.198,155.69,-11.816,Normal
きみはぼくのともだち,Hanare Gumi,acoustic,30,0.628,0.027,0.203,122.007,-13.64,Normal
Never Be the Same,Gabrielle Aplin,acoustic,46,0.49,0.674,0.288,122.807,-7.276,Normal
All Is Well,Austin Basham,acoustic,60,0.316,0.413,0.245,155.69,-12.216,Normal
My Mistake,Gabrielle Aplin,acoustic,51,0.47,0.271,0.0943,145.902,-7.636,Normal
Near Or Far,Us The Duo,acoustic,47,0.515,0.317,0.512,79.91,-10.286,Normal
Without a Light,Drew Holcomb & The Neighbors,acoustic,60,0.493,0.435,0.485,87.952,-12.334,Normal
Lonely With Me,Parachute,acoustic,51,0.589,0.809,0.628,87.013,-5.6,Normal
Time After Time,Boyce Avenue;Megan Davies;Jaclyn Davies,acoustic,60,0.313,0.321,0.243,53.845,-8.713,Normal
So Are You To Me,Eastmountainsouth,acoustic,52,0.302,0.0783,0.231,140.485,-14.968,Normal
My Arms Were Always Around You,Peter Bradley Adams,acoustic,54,0.643,0.436,0.422,91.485,-12.245,Normal
Dance Me to the End of Love - Bonus,The Civil Wars,acoustic,52,0.482,0.178,0.298,110.128,-11.141,Normal
Photographs,Eddie Vedder,acoustic,51,0.539,0.353,0.321,54.571,-10.191,Normal
Baby Now That I Found You,Suy Galvez,acoustic,30,0.707,0.531,0.49,107.994,-7.21,Normal
Right Here Waiting,Suy Galvez,acoustic,30,0.707,0.467,0.478,110.096,-7.511,Normal
Smokestack Lightnin',Howlin' Wolf,acoustic,62,0.661,0.342,0.588,146.118,-16.361,Normal
Passenger Seat,Stephen Speaks,acoustic,64,0.523,0.554,0.769,152.979,-7.596,Normal
Feels Like Rain (feat. Bonnie Raitt),Buddy Guy;Bonnie Raitt,acoustic,57,0.572,0.348,0.34,73.304,-13.454,Normal
Sugar Babe,Mance Lipscomb,acoustic,31,0.554,0.4,0.547,101.191,-11.806,Normal
Blister In The Sun,Violent Femmes,acoustic,71,0.726,0.537,0.882,96.889,-8.896,Hit
"Little Blue Pills, Pt. 2",Days N Daze,acoustic,31,0.501,0.672,0.961,122.041,-10.225,Normal
Paano Ang Simbang Gabi - Kung 'Di Ka Katabi,Drei Rana;Selena Marie,acoustic,30,0.505,0.462,0.113,139.914,-5.692,Normal
Bob,Frank Turner,acoustic,30,0.415,0.713,0.361,83.69,-5.529,Normal
Psycho,Harley Poe,acoustic,30,0.458,0.823,0.422,131.638,-4.268,Normal
Perfect Government,Frank Turner,acoustic,30,0.474,0.876,0.607,91.948,-5.052,Normal
The Fear,The Bridge City Sinners,acoustic,30,0.444,0.674,0.698,111.377,-6.675,Normal
Living My Best Life,Ben Rector,acoustic,59,0.566,0.733,0.636,178.828,-5.302,Normal
Haven't Been Doing So Well,Frank Turner,acoustic,30,0.367,0.892,0.799,81.928,-3.91,Normal
"The Legend of Olog-hai, Pt. 2",The Bridge City Sinners,acoustic,30,0.258,0.729,0.462,116.943,-6.457,Normal
You and Me On The Rock (feat. Lucius),Brandi Carlile;Lucius,acoustic,63,0.568,0.686,0.725,172.075,-6.635,Normal
Glitch,Get Dead,acoustic,30,0.571,0.696,0.662,155.133,-8.688,Normal
A Thousand Years - Acoustic,Jonah Baker,acoustic,44,0.385,0.114,0.269,93.314,-13.005,Normal
2 Oceans,Trevor Hall;Marieme,acoustic,54,0.588,0.569,0.209,101.988,-7.721,Normal
Golden Hour - Acoustic Piano,Ben Woodward,acoustic,28,0.276,0.289,0.118,86.465,-10.879,Normal
Without Me,Brandon Chase,acoustic,47,0.664,0.301,0.268,115.877,-8.135,Normal
You & Me (The Wildfire),Aron Wright,acoustic,41,0.506,0.24,0.0621,130.96,-14.737,Normal
Dancing With A Stranger,Sara Farell,acoustic,43,0.595,0.18,0.261,79.922,-11.391,Normal
Pero,Zack Tabudlo,acoustic,65,0.644,0.412,0.206,118.49,-9.14,Normal
Good 4 U (Acoustic),Jonah Baker,acoustic,53,0.607,0.178,0.422,127.956,-15.471,Normal
And Then You,Greg Laswell,acoustic,47,0.63,0.342,0.552,77.515,-13.377,Normal
Here With Me - Acoustic,Daniel Robinson,acoustic,55,0.689,0.299,0.52,96.825,-9.431,Normal
I'll Be There For You (Friends Theme),Boyce Avenue,acoustic,45,0.473,0.305,0.524,81.153,-8.48,Normal
Habang Buhay,Zack Tabudlo,acoustic,69,0.62,0.668,0.183,118.013,-5.719,Normal
So Far so Good,Gabrielle Aplin,acoustic,37,0.751,0.565,0.679,119.996,-9.106,Normal
More Than Gravity,Colin & Caroline,acoustic,34,0.62,0.468,0.217,110.969,-9.648,Normal
Fade into You,Andrew Belle,acoustic,53,0.478,0.398,0.371,159.906,-10.124,Normal
東京にもあったんだ,Masaharu Fukuyama,acoustic,31,0.376,0.702,0.241,134.817,-5.733,Normal
あの夏も 海も 空も,Masaharu Fukuyama,acoustic,31,0.403,0.631,0.328,78.522,-5.94,Normal
21 Guns,Bailey Jehl,acoustic,47,0.44,0.119,0.279,145.186,-12.574,Normal
Waves,Canyon City,acoustic,45,0.407,0.357,0.253,112.207,-11.659,Normal
Running Up That Hill (A Deal With God) - Acoustic,Jonah Baker,acoustic,51,0.385,0.134,0.427,203.816,-14.672,Normal
Poison's Gone,Kurt Cobain,acoustic,51,0.429,0.258,0.0897,108.796,-12.408,Normal
18 ~eighteen~,Masaharu Fukuyama,acoustic,31,0.609,0.76,0.44,117.135,-5.16,Normal
Build Me Up Buttercup,Kina Grannis,acoustic,48,0.721,0.0963,0.576,124.868,-15.973,Normal
Umbrella - Acoustic Version,The Mayries,acoustic,48,0.675,0.278,0.353,123.962,-9.569,Normal
Home,Gabrielle Aplin,acoustic,51,0.403,0.29,0.248,139.482,-10.262,Normal
You're My Home,Joshua Radin,acoustic,55,0.627,0.518,0.337,95.991,-7.178,Normal
vs.2013 ~知覚と快楽の螺旋~,Masaharu Fukuyama,acoustic,32,0.403,0.925,0.543,169.978,-3.166,Normal
I Like Me Better,Ysabelle Cuevas,acoustic,54,0.449,0.209,0.431,93.618,-14.494,Normal
The Remedy (I Won't Worry),Jason Mraz,acoustic,60,0.589,0.867,0.795,94.52,-4.523,Normal
